Report Date,Serial No.,ISO Tk No.,Shipment,Level (%),Level (m©ø),Level (mmH2O),Battery (%),Pressure (MPa),Temp (¡ÆC),Depress,Press_Before (MPa),Press_After (MPa),Remarks
2026-05-27,SIMU-8101750,ISOT-026,N1,80,36,670,51,0.75,-128,Depressurized,0.79,0.7,Depressure
2026-05-27,SIMU-8101848,ISOT-031,N1,76,34,620,47,0.77,-127,,-,-,-
2026-05-27,SIMU-8101909,ISOT-036,N1,76,34,640,45,0.76,-126,Depressurized,0.79,0.71,Depressure
2026-05-27,SIMU-8102567,ISOT-064,N1,0,0,0,79,0.43,29,,-,-,-
2026-05-27,SIMU-8103711,ISOT-086,N1,85,38,670,76,0.76,-124,,-,-,-
2026-05-27,SIMU-8103732,ISOT-088,N1,72,33,715,81,0.76,-125,Depressurized,0.78,0.7,Depressure
2026-05-27,SIMU-8111297,ISOT-103,N1,71,31,685,76,0.76,-129,Depressurized,0.79,0.7,Depressure
2026-05-27,SIMU-8113176,ISOT-120,N1,79,35,690,77,0.77,-131,,-,-,-
2026-05-26,SIMU-8101426,ISOT-009,N1,68,30,650,75,0.78,-126,,-,-,-
2026-05-26,SIMU-8101513,ISOT-014,N1,-,-,600,-,0.71,-,Depressurized,0.79,0.71,Depressure
2026-05-26,SIMU-8101581,ISOT-017,N1,74,33,680,78,0.75,-126,Depressurized,0.78,0.7,Depressure
2026-05-26,SIMU-8101750,ISOT-026,N1,80,36,680,51,0.77,-128,,-,-,-
2026-05-26,SIMU-8101848,ISOT-031,N1,76,34,620,47,0.74,-127,Depressurized,0.77,0.7,Depressure
2026-05-26,SIMU-8101909,ISOT-036,N1,77,34,640,45,0.78,-126,,-,-,-
2026-05-26,SIMU-8102567,ISOT-064,N1,0,0,0,79,0.43,29,,-,-,-
2026-05-26,SIMU-8103711,ISOT-086,N1,84,38,670,76,0.74,-124,Depressurized,0.78,0.7,Depressure
2026-05-26,SIMU-8103732,ISOT-088,N1,73,33,715,81,0.77,-125,Depressurized,0.8,0.7,Depressure
2026-05-26,SIMU-8111297,ISOT-103,N1,71,32,685,76,0.78,-128,,-,-,-
2026-05-26,SIMU-8113176,ISOT-120,N1,78,35,690,77,0.75,-131,Depressurized,0.77,0.7,Depressure
2026-05-25,SIMU-8101426,ISOT-009,N1,68,30,650,75,0.76,-127,Depressurized,0.78,0.71,Depressure
2026-05-25,SIMU-8101513,ISOT-014,N1,-,-,600,-,0.78,-,,-,-,-
2026-05-25,SIMU-8101581,ISOT-017,N1,75,33,680,79,0.76,-127,Depressurized,0.78,0.7,Depressure
2026-05-25,SIMU-8101750,ISOT-026,N1,80,36,680,51,0.74,-128,Depressurized,0.77,0.7,Depressure
2026-05-25,SIMU-8101848,ISOT-031,N1,76,34,620,47,0.74,-126,Depressurized,0.78,0.7,Depressure
2026-05-25,SIMU-8101909,ISOT-036,N1,77,34,640,45,0.76,-126,Depressurized,0.77,0.71,Depressure
2026-05-25,SIMU-8102567,ISOT-064,N1,0,0,0,79,0.43,29,,-,-,-
2026-05-25,SIMU-8103711,ISOT-086,N1,85,38,670,76,0.75,-124,Depressurized,0.79,0.71,Depressure
2026-05-25,SIMU-8103732,ISOT-088,N1,73,33,715,81,0.79,-125,Depressurized,0.78,0.7,Depressure
2026-05-25,SIMU-8111297,ISOT-103,N1,71,32,685,76,0.76,-128,Depressurized,0.79,0.71,Depressure
2026-05-25,SIMU-8113176,ISOT-120,N1,79,35,690,77,0.75,-131,Depressurized,0.77,0.71,Depressure
2026-05-24,SIMU-8101426,ISOT-009,N1,69,31,665,76,0.77,-127,,-,-,-
2026-05-24,SIMU-8101513,ISOT-014,N1,76,34,600,42,0.75,-127,Depressurized,0.77,0.71,Depressure
2026-05-24,SIMU-8101581,ISOT-017,N1,75,33,685,79,0.76,-127,Depressurized,0.78,0.7,Depressure
2026-05-24,SIMU-8101750,ISOT-026,N1,80,36,685,51,0.75,-128,Depressurized,0.79,0.7,Depressure
2026-05-24,SIMU-8101848,ISOT-031,N1,77,34,625,48,0.74,-126,Depressurized,0.78,0.7,Depressure
2026-05-24,SIMU-8101909,ISOT-036,N1,77,35,640,45,0.76,-126,Depressurized,0.77,0.7,Depressure
2026-05-24,SIMU-8102567,ISOT-064,N1,0,0,0,79,0.43,28,,-,-,-
2026-05-24,SIMU-8103711,ISOT-086,N1,85,38,685,76,0.77,-124,,-,-,-
2026-05-24,SIMU-8103732,ISOT-088,N1,73,32,720,81,0.76,-125,Depressurized,0.78,0.7,Depressure
2026-05-24,SIMU-8111297,ISOT-103,N1,72,32,685,76,0.78,-128,,-,-,-
2026-05-24,SIMU-8113176,ISOT-120,N1,79,35,690,77,0.76,-130,Depressurized,0.78,0.71,Depressure
2026-05-23,SIMU-8101426,ISOT-009,N1,68,31,660,76,0.75,-126,Depressurized,0.78,0.71,Depressure
2026-05-23,SIMU-8101513,ISOT-014,N1,76,34,605,42,0.76,-127,Depressurized,0.76,0.71,Depressure
2026-05-23,SIMU-8101581,ISOT-017,N1,74,33,685,79,0.76,-126,Depressurized,0.79,0.71,Depressure
2026-05-23,SIMU-8101750,ISOT-026,N1,80,36,685,51,0.77,-128,,-,-,-
2026-05-23,SIMU-8101848,ISOT-031,N1,77,34,625,48,0.74,-126,Depressurized,0.79,0.71,Depressure
2026-05-23,SIMU-8101909,ISOT-036,N1,77,35,645,45,0.76,-126,Depressurized,0.79,0.71,Depressure
2026-05-23,SIMU-8102567,ISOT-064,N1,0,0,0,80,0.43,28,,-,-,-
2026-05-23,SIMU-8103711,ISOT-086,N1,85,38,685,76,0.75,-124,Depressurized,0.78,0.71,Depressure
2026-05-23,SIMU-8103732,ISOT-088,N1,73,32,720,81,0.76,-125,Depressurized,0.78,0.7,Depressure
2026-05-23,SIMU-8111297,ISOT-103,N1,72,32,685,76,0.76,-128,Depressurized,0.79,0.7,Depressure
2026-05-23,SIMU-8113176,ISOT-120,N1,79,35,685,77,0.76,-130,Depressurized,0.79,0.71,Depressure
2026-05-22,SIMU-8101426,ISOT-009,N1,69,31,660,76,0.76,-127,Depressurized,0.79,0.71,Depressure
2026-05-22,SIMU-8101513,ISOT-014,N1,-,-,605,-,0.76,-127,Depressurized,0.78,0.72,Depressure
2026-05-22,SIMU-8101581,ISOT-017,N1,75,33,685,79,0.76,-127,Depressurized,0.79,0.71,Depressure
2026-05-22,SIMU-8101750,ISOT-026,N1,81,36,685,51,0.7,-129,Depressurized,0.78,0.7,Depressure
2026-05-22,SIMU-8101848,ISOT-031,N1,77,34,630,48,0.75,-126,Depressurized,0.78,0.71,Depressure
2026-05-22,SIMU-8101909,ISOT-036,N1,78,35,655,46,0.76,-126,Depressurized,0.79,0.71,Depressure
2026-05-22,SIMU-8102567,ISOT-064,N1,0,0,0,80,0.43,28,,-,-,-
2026-05-22,SIMU-8103711,ISOT-086,N1,86,39,685,77,0.76,-124,Depressurized,0.79,0.71,Depressure
2026-05-22,SIMU-8103732,ISOT-088,N1,73,33,720,81,0.76,-125,Depressurized,0.78,0.7,Depressure
2026-05-22,SIMU-8111297,ISOT-103,N1,72,32,690,77,0.78,-128,,-,-,-
2026-05-22,SIMU-8113176,ISOT-120,N1,80,36,720,78,0.78,-131,,-,-,-
2026-05-21,SIMU-8101426,ISOT-009,N1,69,31,660,76,0.78,-127,,-,-,-
2026-05-21,SIMU-8101513,ISOT-014,N1,-,-,605,-,0.76,-127,Depressurized,0.78,0.72,Depressure
2026-05-21,SIMU-8101581,ISOT-017,N1,75,34,685,79,0.77,-127,Depressurized,0.79,0.72,Depressure
2026-05-21,SIMU-8101750,ISOT-026,N1,81,36,685,52,0.74,-128,Depressurized,0.78,0.7,Depressure
2026-05-21,SIMU-8101848,ISOT-031,N1,77,35,630,48,0.75,-126,Depressurized,0.79,0.71,Depressure
2026-05-21,SIMU-8101909,ISOT-036,N1,78,35,660,47,0.78,-126,Depressurized,0.79,0.72,Depressure
2026-05-21,SIMU-8102567,ISOT-064,N1,0,0,0,80,0.43,28,,-,-,-
2026-05-21,SIMU-8103711,ISOT-086,N1,86,38,680,77,0.77,-124,,-,-,-
2026-05-21,SIMU-8103732,ISOT-088,N1,74,33,720,81,0.77,-125,Depressurized,0.78,0.7,Depressure
2026-05-21,SIMU-8111297,ISOT-103,N1,72,32,700,77,0.76,-128,Depressurized,0.78,0.7,Depressure
2026-05-21,SIMU-8113176,ISOT-120,N1,80,36,720,78,0.71,-131,Depressurized,0.78,0.71,Depressure
2026-05-20,SIMU-8101426,ISOT-009,N1,69,31,660,76,0.72,-127,Depressurized,0.78,0.71,Depressure
2026-05-20,SIMU-8101513,ISOT-014,N1,-,-,605,-,0.76,-127,Depressurized,0.79,0.71,Depressure
2026-05-20,SIMU-8101581,ISOT-017,N1,76,34,685,80,0.71,-128,Depressurized,0.78,0.71,Depressure
2026-05-20,SIMU-8101750,ISOT-026,N1,81,36,685,52,0.75,-128,Depressurized,0.77,0.7,Depressure
2026-05-20,SIMU-8101848,ISOT-031,N1,78,35,630,48,0.75,-126,Depressurized,0.79,0.71,Depressure
2026-05-20,SIMU-8101909,ISOT-036,N1,78,35,660,47,0.76,-126,Depressurized,0.79,0.71,Depressure
2026-05-20,SIMU-8102567,ISOT-064,N1,0,0,0,80,0.43,28,,-,-,-
2026-05-20,SIMU-8103711,ISOT-086,N1,86,38,680,77,0.74,-124,Depressurized,0.77,0.71,Depressure
2026-05-20,SIMU-8103732,ISOT-088,N1,74,33,720,81,0.74,-125,Depressurized,0.78,0.7,Depressure
2026-05-20,SIMU-8111297,ISOT-103,N1,73,32,700,77,0.76,-128,Depressurized,0.79,0.71,Depressure
2026-05-20,SIMU-8113176,ISOT-120,N1,80,36,720,78,0.75,-131,Depressurized,0.77,0.71,Depressure
2026-05-19,SIMU-8101426,ISOT-009,N1,69,31,660,76,0.77,-127,,-,-,-
2026-05-19,SIMU-8101513,ISOT-014,N1,77,35,605,46,0.77,-127,,-,-,-
2026-05-19,SIMU-8101581,ISOT-017,N1,76,34,690,80,0.78,-128,Depressurized,0.78,0.71,Depressure
2026-05-19,SIMU-8101750,ISOT-026,N1,82,37,690,54,0.75,-129,Depressurized,0.77,0.72,Depressure
2026-05-19,SIMU-8101848,ISOT-031,N1,78,35,630,51,0.77,-126,Depressurized,0.79,0.72,Depressure
2026-05-19,SIMU-8101909,ISOT-036,N1,79,35,650,50,0.77,-126,Depressurized,0.78,0.71,Depressure
2026-05-19,SIMU-8102567,ISOT-064,N1,0,0,0,80,0.43,28,,-,-,-
2026-05-19,SIMU-8103711,ISOT-086,N1,86,39,685,77,0.75,-124,Depressurized,0.79,0.71,Depressure
2026-05-19,SIMU-8103732,ISOT-088,N1,74,33,720,82,0.76,-125,Depressurized,0.79,0.7,Depressure
2026-05-19,SIMU-8111297,ISOT-103,N1,73,33,690,75,0.78,-129,,-,-,-
2026-05-19,SIMU-8113176,ISOT-120,N1,81,36,720,78,0.75,-131,Depressurized,0.79,0.71,Depressure
2026-05-18,SIMU-8101426,ISOT-009,N1,69,31,660,76,0.76,-127,,-,-,-
2026-05-18,SIMU-8101513,ISOT-014,N1,77,35,605,46,0.76,-127,Depressurized,0.78,0.71,Depressure
2026-05-18,SIMU-8101581,ISOT-017,N1,76,34,690,80,0.77,-127,Depressurized,0.78,0.71,Depressure
2026-05-18,SIMU-8101750,ISOT-026,N1,82,37,690,54,0.76,-129,,-,-,-
2026-05-18,SIMU-8101848,ISOT-031,N1,78,35,630,51,0.77,-126,Depressurized,0.78,0.71,Depressure
2026-05-18,SIMU-8101909,ISOT-036,N1,79,35,650,50,0.77,-126,Depressurized,0.77,0.74,Depressure
2026-05-18,SIMU-8102567,ISOT-064,N1,0,0,0,80,0.43,28,,-,-,-
2026-05-18,SIMU-8103711,ISOT-086,N1,86,39,685,77,0.77,-124,,-,-,-
2026-05-18,SIMU-8103732,ISOT-088,N1,74,33,720,82,0.79,-125,,-,-,-
2026-05-18,SIMU-8111297,ISOT-103,N1,73,33,690,75,0.76,-129,Depressurized,0.78,0.71,Depressure
2026-05-18,SIMU-8113176,ISOT-120,N1,81,36,720,78,0.78,-131,,-,-,-
2026-05-17,SIMU-8101426,ISOT-009,N1,69,31,660,76,0.73,-127,Depressurized,0.78,0.69,Depressure
2026-05-17,SIMU-8101513,ISOT-014,N1,77,35,610,46,0.77,-127,,-,-,-
2026-05-17,SIMU-8101581,ISOT-017,N1,76,34,690,80,0.77,-127,Depressurized,0.79,0.7,Depressure
2026-05-17,SIMU-8101750,ISOT-026,N1,82,37,690,54,0.74,-129,Depressurized,0.78,0.69,Depressure
2026-05-17,SIMU-8101848,ISOT-031,N1,78,35,640,51,0.77,-126,Depressurized,0.8,0.71,Depressure
2026-05-17,SIMU-8101909,ISOT-036,N1,79,35,650,50,0.76,-126,Depressurized,0.78,0.71,Depressure
2026-05-17,SIMU-8102567,ISOT-064,N1,0,0,0,80,0.43,28,,-,-,-
2026-05-17,SIMU-8103711,ISOT-086,N1,86,39,680,77,0.75,-124,Depressurized,0.79,0.71,Depressure
2026-05-17,SIMU-8103732,ISOT-088,N1,74,33,720,82,0.76,-125,Depressurized,0.79,0.69,Depressure
2026-05-17,SIMU-8111297,ISOT-103,N1,73,33,690,75,0.78,-129,,-,-,-
2026-05-17,SIMU-8113176,ISOT-120,N1,81,36,720,78,0.76,-131,Depressurized,0.79,0.71,Depressure
2026-05-16,SIMU-8101426,ISOT-009,N1,69,31,660,76,0.77,-127,,-,-,-
2026-05-16,SIMU-8101513,ISOT-014,N1,77,35,610,46,0.75,-127,Depressurized,0.77,0.71,Depressure
2026-05-16,SIMU-8101581,ISOT-017,N1,76,34,690,80,0.78,-127,,-,-,-
2026-05-16,SIMU-8101750,ISOT-026,N1,82,37,690,54,0.76,-128,,-,-,-
2026-05-16,SIMU-8101848,ISOT-031,N1,78,35,640,51,0.79,-126,,-,-,-
2026-05-16,SIMU-8101909,ISOT-036,N1,79,35,650,50,0.76,-127,Depressurized,0.79,0.7,Depressure
2026-05-16,SIMU-8102567,ISOT-064,N1,0,0,0,80,0.43,28,,-,-,-
2026-05-16,SIMU-8103711,ISOT-086,N1,86,39,680,77,0.77,-124,Depressurized,0.79,0.71,Depressure
2026-05-16,SIMU-8103732,ISOT-088,N1,74,33,720,82,0.78,-125,,-,-,-
2026-05-16,SIMU-8111297,ISOT-103,N1,73,33,690,75,0.71,-129,Depressurized,0.78,0.7,Depressure
2026-05-16,SIMU-8113176,ISOT-120,N1,81,36,720,78,0.76,-131,,-,-,-
2026-05-15,SIMU-8101426,ISOT-009,N1,69,31,660,76,0.75,-127,,-,-,-
2026-05-15,SIMU-8101513,ISOT-014,N1,78,35,610,46,0.74,-127,,-,-,-
2026-05-15,SIMU-8101581,ISOT-017,N1,76,34,695,80,0.74,-127,Depressurized,0.77,0.7,Depressure
2026-05-15,SIMU-8101750,ISOT-026,N1,82,37,690,54,0.72,-128,Depressurized,0.78,0.68,Depressure
2026-05-15,SIMU-8101848,ISOT-031,N1,78,35,640,51,0.74,-126,Depressurized,0.8,0.71,Depressure
2026-05-15,SIMU-8101909,ISOT-036,N1,79,35,655,50,0.78,-127,,-,-,-
2026-05-15,SIMU-8102567,ISOT-064,N1,0,0,0,80,0.43,28,,-,-,-
2026-05-15,SIMU-8103711,ISOT-086,N1,86,39,680,77,0.78,-124,,-,-,-
2026-05-15,SIMU-8103732,ISOT-088,N1,74,33,720,82,0.74,-125,Depressurized,0.79,0.69,Depressure
2026-05-15,SIMU-8111297,ISOT-103,N1,74,33,690,75,0.78,-128,,-,-,-
2026-05-15,SIMU-8113176,ISOT-120,N1,81,36,700,78,0.74,-131,Depressurized,0.78,0.71,Depressure
2026-05-14,SIMU-8101426,ISOT-009,N1,70,31,660,77,0.73,-126,Depressurized,0.77,0.69,Depressure
2026-05-14,SIMU-8101513,ISOT-014,N1,78,35,615,46,0.74,-127,Depressurized,0.77,0.71,Depressure
2026-05-14,SIMU-8101581,ISOT-017,N1,77,34,695,80,0.75,-127,Depressurized,0.79,0.7,Depressure
2026-05-14,SIMU-8101750,ISOT-026,N1,82,37,695,54,0.77,-128,,-,-,-
2026-05-14,SIMU-8101848,ISOT-031,N1,79,35,650,51,0.78,-126,,-,-,-
2026-05-14,SIMU-8101909,ISOT-036,N1,79,35,655,50,0.74,-127,Depressurized,0.78,0.71,Depressure
2026-05-14,SIMU-8102567,ISOT-064,N1,0,0,0,80,0.43,28,,-,-,-
2026-05-14,SIMU-8103711,ISOT-086,N1,87,39,685,77,0.77,-124,,-,-,-
2026-05-14,SIMU-8103732,ISOT-088,N1,75,33,730,82,0.76,-125,,-,-,-
2026-05-14,SIMU-8111297,ISOT-103,N1,74,33,715,75,0.74,-129,Depressurized,0.78,0.7,Depressure
2026-05-14,SIMU-8113176,ISOT-120,N1,81,36,700,78,0.78,-131,,-,-,-
2026-05-13,SIMU-8101426,ISOT-009,N1,70,31,660,77,0.76,-127,,-,-,-
2026-05-13,SIMU-8101513,ISOT-014,N1,78,35,615,47,0.76,-127,,-,-,-
2026-05-13,SIMU-8101581,ISOT-017,N1,77,33,700,80,0.77,-126,Depressurized,0.79,0.71,Depressure
2026-05-13,SIMU-8101750,ISOT-026,N1,82,37,700,54,0.73,-128,Depressurized,0.8,0.69,Depressure
2026-05-13,SIMU-8101848,ISOT-031,N1,79,35,645,51,0.75,-126,Depressurized,0.79,0.7,Depressure
2026-05-13,SIMU-8101909,ISOT-036,N1,80,35,660,51,0.78,-126,,-,-,-
2026-05-13,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-05-13,SIMU-8103711,ISOT-086,N1,87,39,690,78,0.75,-124,Depressurized,0.79,0.7,Depressure
2026-05-13,SIMU-8103732,ISOT-088,N1,75,33,740,82,0.73,-125,Depressurized,0.78,0.68,Depressure
2026-05-13,SIMU-8111297,ISOT-103,N1,74,33,715,77,0.74,-129,,-,-,-
2026-05-13,SIMU-8113176,ISOT-120,N1,81,36,710,78,0.75,-130,Depressurized,0.8,0.71,Depressure
2026-05-12,SIMU-8101426,ISOT-009,N1,70,31,660,77,0.74,-126,Depressurized,0.77,0.7,Depressure
2026-05-12,SIMU-8101513,ISOT-014,N1,78,35,615,47,0.75,-127,Depressurized,0.77,0.7,Depressure
2026-05-12,SIMU-8101581,ISOT-017,N1,77,33,700,80,0.78,-126,Depressurized,0.79,0.72,Depressure
2026-05-12,SIMU-8101750,ISOT-026,N1,82,37,700,54,0.78,-128,,-,-,-
2026-05-12,SIMU-8101848,ISOT-031,N1,79,35,645,51,0.75,-126,Depressurized,0.8,0.7,Depressure
2026-05-12,SIMU-8101909,ISOT-036,N1,80,35,660,51,0.76,-126,Depressurized,0.78,0.7,Depressure
2026-05-12,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-05-12,SIMU-8103711,ISOT-086,N1,87,39,690,78,0.78,-124,,-,-,-
2026-05-12,SIMU-8103732,ISOT-088,N1,75,33,740,82,0.75,-125,Depressurized,0.79,0.7,Depressure
2026-05-12,SIMU-8111297,ISOT-103,N1,74,33,715,77,0.74,-129,Depressurized,0.78,0.7,Depressure
2026-05-12,SIMU-8113176,ISOT-120,N1,81,36,710,78,0.79,-130,,-,-,-
2026-05-11,SIMU-8101426,ISOT-009,N1,70,32,660,77,0.76,-126,Depressurized,0.78,0.72,Depressure
2026-05-11,SIMU-8101513,ISOT-014,N1,78,35,615,48,0.76,-127,Depressurized,0.79,0.73,Depressure
2026-05-11,SIMU-8101581,ISOT-017,N1,77,33,705,80,0.77,-126,Depressurized,0.8,0.73,Depressure
2026-05-11,SIMU-8101750,ISOT-026,N1,82,37,700,56,0.75,-128,Depressurized,-,-,Depressure
2026-05-11,SIMU-8101848,ISOT-031,N1,79,36,645,52,0.78,-126,,-,-,-
2026-05-11,SIMU-8101909,ISOT-036,N1,80,35,660,51,0.76,-126,Depressurized,0.79,0.71,Depressure
2026-05-11,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-05-11,SIMU-8103711,ISOT-086,N1,87,39,690,78,0.74,-124,Depressurized,0.79,0.71,Depressure
2026-05-11,SIMU-8103732,ISOT-088,N1,75,33,740,82,0.76,-125,Depressurized,0.79,0.7,Depressure
2026-05-11,SIMU-8111297,ISOT-103,N1,75,34,715,77,0.76,-129,,-,-,-
2026-05-11,SIMU-8113176,ISOT-120,N1,81,37,715,78,0.75,-131,Depressurized,0.79,0.71,Depressure
2026-05-10,SIMU-8101426,ISOT-009,N1,70,32,660,77,0.77,-126,,-,-,-
2026-05-10,SIMU-8101513,ISOT-014,N1,78,35,620,48,0.77,-127,Depressurized,0.78,0.73,Depressure
2026-05-10,SIMU-8101581,ISOT-017,N1,77,34,700,80,0.78,-126,Depressurized,0.8,0.73,Depressure
2026-05-10,SIMU-8101750,ISOT-026,N1,82,37,700,56,0.78,-128,,-,-,-
2026-05-10,SIMU-8101848,ISOT-031,N1,79,36,650,52,0.75,-126,Depressurized,0.79,0.71,Depressure
2026-05-10,SIMU-8101909,ISOT-036,N1,80,36,670,53,0.79,-126,,-,-,-
2026-05-10,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-05-10,SIMU-8103711,ISOT-086,N1,87,39,695,78,0.77,-124,,-,-,-
2026-05-10,SIMU-8103732,ISOT-088,N1,75,33,740,82,0.78,-125,,-,-,-
2026-05-10,SIMU-8111297,ISOT-103,N1,75,34,710,78,0.74,-129,Depressurized,0.78,0.7,Depressure
2026-05-10,SIMU-8113176,ISOT-120,N1,80,37,720,78,0.77,-130,,-,-,-
2026-05-09,SIMU-8101426,ISOT-009,N1,70,32,660,77,0.75,-127,Depressurized,-,-,Depressure
2026-05-09,SIMU-8101513,ISOT-014,N1,79,35,625,49,0.76,-127,Depressurized,-,-,Depressure
2026-05-09,SIMU-8101581,ISOT-017,N1,78,34,710,80,0.78,-126,Depressurized,-,-,Depressure
2026-05-09,SIMU-8101750,ISOT-026,N1,83,37,700,56,0.74,-128,Depressurized,-,-,Depressure
2026-05-09,SIMU-8101848,ISOT-031,N1,79,36,650,53,0.75,-126,Depressurized,-,-,Depressure
2026-05-09,SIMU-8101909,ISOT-036,N1,80,36,670,53,0.76,-126,Depressurized,-,-,Depressure
2026-05-09,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-05-09,SIMU-8103711,ISOT-086,N1,87,39,695,78,0.74,-124,Depressurized,-,-,Depressure
2026-05-09,SIMU-8103732,ISOT-088,N1,75,33,740,82,0.75,-125,Depressurized,-,-,Depressure
2026-05-09,SIMU-8111297,ISOT-103,N1,76,34,710,78,0.77,-129,,-,-,-
2026-05-09,SIMU-8113176,ISOT-120,N1,82,37,720,79,0.74,-131,Depressurized,-,-,Depressure
2026-05-08,SIMU-8101426,ISOT-009,N1,71,32,660,77,0.75,-127,,-,-,-
2026-05-08,SIMU-8101513,ISOT-014,N1,79,35,630,49,0.78,-127,Depressurized,0.78,0.73,Depressure
2026-05-08,SIMU-8101581,ISOT-017,N1,78,35,710,80,0.78,-126,Depressurized,-,-,Depressure
2026-05-08,SIMU-8101750,ISOT-026,N1,83,37,710,56,0.75,-128,Depressurized,-,-,Depressure
2026-05-08,SIMU-8101848,ISOT-031,N1,80,36,655,53,0.76,-126,Depressurized,-,-,Depressure
2026-05-08,SIMU-8101909,ISOT-036,N1,80,36,670,53,0.76,-126,Depressurized,-,-,Depressure
2026-05-08,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-05-08,SIMU-8103711,ISOT-086,N1,88,39,695,78,0.74,-124,Depressurized,-,-,Depressure
2026-05-08,SIMU-8103732,ISOT-088,N1,76,34,740,82,0.76,-125,Depressurized,-,-,Depressure
2026-05-08,SIMU-8111297,ISOT-103,N1,76,34,710,78,0.75,-129,Depressurized,-,-,Depressure
2026-05-08,SIMU-8113176,ISOT-120,N1,82,37,720,79,0.76,-131,Depressurized,-,-,Depressure
2026-05-07,SIMU-8101426,ISOT-009,N1,71,32,660,77,0.75,-127,Depressurized,-,-,Depressure
2026-05-07,SIMU-8101513,ISOT-014,N1,79,35,630,50,0.77,-127,Depressurized,0.78,0.73,Depressure
2026-05-07,SIMU-8101581,ISOT-017,N1,77,34,710,80,0.78,-126,Depressurized,-,-,Depressure
2026-05-07,SIMU-8101750,ISOT-026,N1,83,37,710,56,0.76,-128,Depressurized,-,-,Depressure
2026-05-07,SIMU-8101848,ISOT-031,N1,80,36,650,54,0.77,-126,Depressurized,-,-,Depressure
2026-05-07,SIMU-8101909,ISOT-036,N1,80,36,670,53,0.77,-126,Depressurized,-,-,Depressure
2026-05-07,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-05-07,SIMU-8103711,ISOT-086,N1,88,39,695,78,0.76,-124,Depressurized,-,-,Depressure
2026-05-07,SIMU-8103732,ISOT-088,N1,76,34,745,82,0.77,-125,,-,-,-
2026-05-07,SIMU-8111297,ISOT-103,N1,76,34,710,78,0.76,-129,Depressurized,-,-,Depressure
2026-05-07,SIMU-8113176,ISOT-120,N1,82,37,720,79,0.76,-130,Depressurized,-,-,Depressure
2026-05-06,SIMU-8101426,ISOT-009,N1,71,32,660,77,0.77,-127,,-,-,-
2026-05-06,SIMU-8101513,ISOT-014,N1,79,36,625,50,0.77,-126,Depressurized,0.79,0.73,Depressure
2026-05-06,SIMU-8101581,ISOT-017,N1,78,35,710,80,0.78,-126,Depressurized,-,-,Depressure
2026-05-06,SIMU-8101750,ISOT-026,N1,84,37,710,57,0.75,-128,,-,-,-
2026-05-06,SIMU-8101848,ISOT-031,N1,80,36,655,54,0.79,-126,,-,-,-
2026-05-06,SIMU-8101909,ISOT-036,N1,81,37,670,53,0.78,-126,Depressurized,-,-,Depressure
2026-05-06,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-05-06,SIMU-8103711,ISOT-086,N1,88,39,695,78,0.76,-124,Depressurized,-,-,Depressure
2026-05-06,SIMU-8103732,ISOT-088,N1,76,34,745,82,0.73,-125,Depressurized,-,-,Depressure
2026-05-06,SIMU-8111297,ISOT-103,N1,76,34,715,78,0.78,-128,Depressurized,-,-,Depressure
2026-05-06,SIMU-8113176,ISOT-120,N1,83,38,720,79,0.73,-131,Depressurized,-,-,Depressure
2026-05-05,SIMU-8101426,ISOT-009,N1,71,32,660,78,0.76,-127,Depressurized,-,-,Depressure
2026-05-05,SIMU-8101513,ISOT-014,N1,80,36,630,60,0.77,-126,Depressurized,0.79,0.73,Depressure
2026-05-05,SIMU-8101581,ISOT-017,N1,77,36,715,77,0.78,-126,Depressurized,-,-,Depressure
2026-05-05,SIMU-8101750,ISOT-026,N1,84,28,715,56,0.75,-128,Depressurized,-,-,Depressure
2026-05-05,SIMU-8101848,ISOT-031,N1,80,36,655,56,0.75,-126,Depressurized,-,-,Depressure
2026-05-05,SIMU-8101909,ISOT-036,N1,81,37,690,53,0.77,-126,Depressurized,-,-,Depressure
2026-05-05,SIMU-8102567,ISOT-064,N1,0,0,0,86,0.43,28,,-,-,-
2026-05-05,SIMU-8103711,ISOT-086,N1,88,40,695,79,0.76,-124,Depressurized,-,-,Depressure
2026-05-05,SIMU-8103732,ISOT-088,N1,77,34,745,83,0.76,-125,Depressurized,-,-,Depressure
2026-05-05,SIMU-8111297,ISOT-103,N1,76,35,715,77,0.78,-128,,-,-,-
2026-05-05,SIMU-8113176,ISOT-120,N1,83,38,720,80,0.76,-130,Depressurized,-,-,Depressure
2026-05-04,SIMU-8101426,ISOT-009,N1,71,32,660,78,0.77,-127,,-,-,-
2026-05-04,SIMU-8101513,ISOT-014,N1,80,36,630,60,0.78,-126,Depressurized,-,-,Depressure
