Report Date,Serial No.,ISO Tk No.,Shipment,Level (%),Level (m©ø),Level (mmH2O),Battery (%),Pressure (MPa),Temp (¡ÆC),Depress,Press_Before (MPa),Press_After (MPa),Remarks
2026-06-20,SIMU-8103711,ISOT-086,N1,82,37,645,75,0.77,-124,,-,-,-
2026-06-20,SIMU-8103732,ISOT-088,N1,70,32,690,80,0.71,-125,Depressurized,0.79,0.71,Depressure
2026-06-20,SIMU-8111297,ISOT-103,N1,68,30,660,75,0.8,-128,,-,-,-
2026-06-20,SIMU-8113176,ISOT-120,N1,75,34,660,76,0.72,-131,Depressurized,0.79,0.72,Depressure
2026-06-20,SIMU-8102567,ISOT-064,N1,0,0,0,78,0.43,29,,-,-,-
2026-06-19,SIMU-8101426,ISOT-009,N1,64,29,570,75,0.74,-128,,-,-,-
2026-06-19,SIMU-8101513,ISOT-014,N1,-,-,570,-,0.71,-,Depressurized,0.8,0.71,Depressure
2026-06-19,SIMU-8101581,ISOT-017,N1,71,32,655,76,0.71,-127,Depressurized,0.8,0.71,Depressure
2026-06-19,SIMU-8101750,ISOT-026,N1,76,34,655,45,0.69,-129,Depressurized,0.79,0.69,Depressure
2026-06-19,SIMU-8101848,ISOT-031,N1,73,33,590,43,0.77,-126,,-,-,-
2026-06-19,SIMU-8101909,ISOT-036,N1,-,-,600,-,0.78,-,,-,-,-
2026-06-19,SIMU-8103711,ISOT-086,N1,82,37,645,75,0.7,-124,Depressurized,0.79,0.7,Depressure
2026-06-19,SIMU-8103732,ISOT-088,N1,70,32,690,80,0.71,-125,Depressurized,0.8,0.71,Depressure
2026-06-19,SIMU-8111297,ISOT-103,N1,68,30,660,75,0.77,-128,,-,-,-
2026-06-19,SIMU-8113176,ISOT-120,N1,75,34,660,76,0.78,-131,,-,-,-
2026-06-19,SIMU-8102567,ISOT-064,N1,0,0,0,78,0.43,29,,-,-,-
2026-06-18,SIMU-8101426,ISOT-009,N1,64,29,595,75,0.75,-128,,-,-,-
2026-06-18,SIMU-8101513,ISOT-014,N1,-,-,570,-,0.77,-,,-,-,-
2026-06-18,SIMU-8101581,ISOT-017,N1,71,32,655,76,0.77,-127,,-,-,-
2026-06-18,SIMU-8101750,ISOT-026,N1,76,34,655,45,0.76,-129,,-,-,-
2026-06-18,SIMU-8101848,ISOT-031,N1,73,33,595,43,0.7,-126,Depressurized,0.79,0.69,Depressure
2026-06-18,SIMU-8101909,ISOT-036,N1,-,-,600,-,0.7,-,Depressurized,0.8,0.7,Depressure
2026-06-18,SIMU-8103711,ISOT-086,N1,82,37,645,75,0.76,-124,,-,-,-
2026-06-18,SIMU-8103732,ISOT-088,N1,70,32,690,80,0.76,-125,,-,-,-
2026-06-18,SIMU-8111297,ISOT-103,N1,68,30,655,75,0.71,-128,Depressurized,0.79,0.7,Depressure
2026-06-18,SIMU-8113176,ISOT-120,N1,75,34,660,76,0.71,-131,Depressurized,0.79,0.7,Depress
2026-06-18,SIMU-8102567,ISOT-064,N1,0,0,0,78,0.43,29,,-,-,-
2026-06-17,SIMU-8101426,ISOT-009,N1,64,29,595,75,0.74,-128,,-,-,-
2026-06-17,SIMU-8101513,ISOT-014,N1,-,-,570,-,0.71,-,Depressurized,0.8,0.71,Depressure
2026-06-17,SIMU-8101581,ISOT-017,N1,71,32,655,76,0.7,-127,Depressurized,0.78,0.7,Depressure
2026-06-17,SIMU-8101750,ISOT-026,N1,76,34,655,45,0.7,-129,Depressurized,0.79,0.7,Depressure
2026-06-17,SIMU-8101848,ISOT-031,N1,73,33,595,43,0.75,-127,,-,-,-
2026-06-17,SIMU-8101909,ISOT-036,N1,-,-,610,-,0.76,-,,-,-,-
2026-06-17,SIMU-8103711,ISOT-086,N1,82,37,645,75,0.75,-124,,-,-,-
2026-06-17,SIMU-8103732,ISOT-088,N1,70,32,690,80,0.71,-125,Depressurized,0.81,0.71,Depressure
2026-06-17,SIMU-8111297,ISOT-103,N1,68,30,655,75,0.75,-129,,-,-,-
2026-06-17,SIMU-8113176,ISOT-120,N1,75,34,660,76,0.76,-131,,-,-,-
2026-06-17,SIMU-8102567,ISOT-064,N1,0,0,0,78,0.43,29,,-,-,-
2026-06-16,SIMU-8101426,ISOT-009,N1,64,29,595,75,0.69,-127,Depressurized,0.79,0.69,depressure
2026-06-16,SIMU-8101513,ISOT-014,N1,-,-,570,-,0.77,-,,-,-,-
2026-06-16,SIMU-8101581,ISOT-017,N1,71,32,655,76,0.71,-127,Depressurized,0.78,0.7,Depressure
2026-06-16,SIMU-8101750,ISOT-026,N1,76,34,655,45,0.75,-129,,-,-,-
2026-06-16,SIMU-8101848,ISOT-031,N1,73,33,595,43,0.7,-127,Depressurized,0.79,0.7,Depressure
2026-06-16,SIMU-8101909,ISOT-036,N1,-,-,610,-,0.71,-,Depressurized,0.79,0.71,Depressure
2026-06-16,SIMU-8103711,ISOT-086,N1,82,37,645,75,0.7,-124,Depressurized,0.79,0.7,Depressure
2026-06-16,SIMU-8103732,ISOT-088,N1,70,32,690,80,0.77,-125,,-,-,-
2026-06-16,SIMU-8111297,ISOT-103,N1,68,30,655,75,0.7,-129,Depressurized,0.79,0.7,Depressure
2026-06-16,SIMU-8113176,ISOT-120,N1,75,34,660,76,0.7,-131,Depressurized,0.79,0.7,Depressure
2026-06-16,SIMU-8102567,ISOT-064,N1,0,0,0,78,0.43,29,,-,-,-
2026-06-15,SIMU-8101426,ISOT-009,N1,64,29,595,75,0.77,-127,,-,-,-
2026-06-15,SIMU-8101513,ISOT-014,N1,-,-,571,-,0.71,-,Depressurized,0.79,0.71,Depressure
2026-06-15,SIMU-8101581,ISOT-017,N1,71,32,655,76,0.77,-129,,-,-,-
2026-06-15,SIMU-8101750,ISOT-026,N1,76,34,655,45,0.7,-129,Depressurized,0.8,0.7,Depressure
2026-06-15,SIMU-8101848,ISOT-031,N1,73,33,595,43,0.75,-127,,-,-,-
2026-06-15,SIMU-8101909,ISOT-036,N1,-,-,610,-,0.75,-,,-,-,-
2026-06-15,SIMU-8103711,ISOT-086,N1,82,37,645,75,0.76,-124,,-,-,-
2026-06-15,SIMU-8103732,ISOT-088,N1,70,32,690,80,0.7,-125,Depressurized,0.8,0.7,Depressure
2026-06-15,SIMU-8111297,ISOT-103,N1,68,30,655,75,0.76,-129,,-,-,-
2026-06-15,SIMU-8113176,ISOT-120,N1,57,34,660,76,0.76,-131,,-,-,-
2026-06-15,SIMU-8102567,ISOT-064,N1,0,0,0,78,0.43,29,,-,-,-
2026-06-14,SIMU-8101426,ISOT-009,N1,64,29,595,75,0.71,-127,Depressurized,0.79,0.71,Depressure
2026-06-14,SIMU-8101513,ISOT-014,N1,-,-,570,-,0.76,-,,-,-,-
2026-06-14,SIMU-8101581,ISOT-017,N1,71,32,655,76,0.7,-127,Depressurized,0.8,0.7,Depressure
2026-06-14,SIMU-8101750,ISOT-026,N1,76,34,655,45,0.76,-129,,-,-,-
2026-06-14,SIMU-8101848,ISOT-031,N1,73,33,595,43,0.7,-127,Depressurized,0.79,0.69,Depressure
2026-06-14,SIMU-8101909,ISOT-036,N1,-,-,610,-,0.71,-,Depressurized,0.8,0.7,Depressure
2026-06-14,SIMU-8103711,ISOT-086,N1,82,37,650,75,0.74,-124,,-,-,-
2026-06-14,SIMU-8103732,ISOT-088,N1,70,31,690,80,0.77,-125,,-,-,-
2026-06-14,SIMU-8111297,ISOT-103,N1,68,30,655,75,0.7,-129,Depressurized,0.78,0.7,Depressure
2026-06-14,SIMU-8113176,ISOT-120,N1,75,34,660,76,0.71,-131,Depressurized,0.79,0.71,Depressure
2026-06-14,SIMU-8102567,ISOT-064,N1,0,0,0,78,0.43,29,,-,-,-
2026-06-13,SIMU-8101426,ISOT-009,N1,64,29,595,75,0.79,-126,,-,-,-
2026-06-13,SIMU-8101513,ISOT-014,N1,-,-,570,-,0.71,-,Depressurized,0.79,0.71,Depressure
2026-06-13,SIMU-8101581,ISOT-017,N1,71,32,655,76,0.79,-127,,-,-,-
2026-06-13,SIMU-8101750,ISOT-026,N1,76,34,655,45,0.76,-128,,-,-,-
2026-06-13,SIMU-8101848,ISOT-031,N1,73,33,595,43,0.77,-127,,-,-,-
2026-06-13,SIMU-8101909,ISOT-036,N1,-,-,610,-,0.78,-,,-,-,-
2026-06-13,SIMU-8103711,ISOT-086,N1,82,37,650,75,0.7,-124,Depressurized,0.78,0.7,Depressure
2026-06-13,SIMU-8103732,ISOT-088,N1,70,31,690,80,0.7,-125,Depressurized,0.8,0.7,Depressure
2026-06-13,SIMU-8111297,ISOT-103,N1,68,30,655,75,0.79,-129,,-,-,-
2026-06-13,SIMU-8113176,ISOT-120,N1,75,34,660,76,0.78,-131,,-,-,-
2026-06-13,SIMU-8102567,ISOT-064,N1,0,0,0,78,0.43,29,,-,-,-
2026-06-12,SIMU-8101426,ISOT-009,N1,64,29,595,75,0.77,-126,,-,-,-
2026-06-12,SIMU-8101513,ISOT-014,N1,-,-,570,-,0.78,-,,-,-,-
2026-06-12,SIMU-8101581,ISOT-017,N1,71,32,655,76,0.75,-127,Depressurized,0.8,0.7,Depressure
2026-06-12,SIMU-8101750,ISOT-026,N1,76,34,655,45,0.74,-129,Depressurized,0.78,0.69,Depressure
2026-06-12,SIMU-8101848,ISOT-031,N1,73,33,595,43,0.75,-127,Depressurized,0.79,0.69,Depressure
2026-06-12,SIMU-8101909,ISOT-036,N1,-,-,615,-,0.76,-,Depressurized,0.79,0.7,Depressure
2026-06-12,SIMU-8103711,ISOT-086,N1,82,37,650,75,0.78,-124,,-,-,-
2026-06-12,SIMU-8103732,ISOT-088,N1,70,31,695,80,0.79,-125,,-,-,-
2026-06-12,SIMU-8111297,ISOT-103,N1,68,30,655,75,0.77,-129,,-,-,-
2026-06-12,SIMU-8113176,ISOT-120,N1,75,34,660,76,0.76,-130,,-,-,-
2026-06-12,SIMU-8102567,ISOT-064,N1,0,0,0,78,0.43,29,,-,-,-
2026-06-11,SIMU-8101426,ISOT-009,N1,64,29,595,75,0.74,-127,,-,-,-
2026-06-11,SIMU-8101513,ISOT-014,N1,-,-,570,-,0.75,-,Depressurized,0.79,0.71,Depressure
2026-06-11,SIMU-8101581,ISOT-017,N1,72,32,655,76,0.78,-127,,-,-,-
2026-06-11,SIMU-8101750,ISOT-026,N1,77,34,655,45,0.75,-128,,-,-,-
2026-06-11,SIMU-8101848,ISOT-031,N1,73,33,600,43,0.76,-127,,-,-,-
2026-06-11,SIMU-8101909,ISOT-036,N1,-,-,615,-,0.78,-,,-,-,-
2026-06-11,SIMU-8103711,ISOT-086,N1,82,37,650,75,0.75,-124,Depressurized,0.78,0.71,Depressure
2026-06-11,SIMU-8103732,ISOT-088,N1,70,31,695,80,0.76,-125,Depressurized,0.8,0.7,Depressure
2026-06-11,SIMU-8111297,ISOT-103,N1,68,30,655,75,0.74,-129,Depressurized,-,-,Depressure
2026-06-11,SIMU-8113176,ISOT-120,N1,76,34,660,76,0.73,-131,Depressurized,0.78,0.7,Depressure
2026-06-11,SIMU-8102567,ISOT-064,N1,0,0,0,78,0.43,29,,-,-,-
2026-06-10,SIMU-8101426,ISOT-009,N1,66,30,630,75,0.76,-127,,-,-,-
2026-06-10,SIMU-8101513,ISOT-014,N1,-,-,575,-,0.78,-,Depressurized,0.79,0.71,Depressure
2026-06-10,SIMU-8101581,ISOT-017,N1,73,32,655,76,0.75,-127,Depressurized,-,-,Depressure
2026-06-10,SIMU-8101750,ISOT-026,N1,77,35,655,47,0.74,-129,Depressurized,-,-,Depressure
2026-06-10,SIMU-8101848,ISOT-031,N1,73,33,600,45,0.74,-127,Depressurized,-,-,Depressure
2026-06-10,SIMU-8101909,ISOT-036,N1,-,-,615,-,0.75,-,Depressurized,-,-,Depressure
2026-06-10,SIMU-8103711,ISOT-086,N1,82,37,650,76,0.77,-124,Depressurized,0.78,0.71,Depressure
2026-06-10,SIMU-8103732,ISOT-088,N1,71,32,695,80,0.79,-125,Depressurized,0.8,0.7,Depressure
2026-06-10,SIMU-8111297,ISOT-103,N1,69,31,665,76,0.78,-129,,-,-,-
2026-06-10,SIMU-8113176,ISOT-120,N1,76,34,665,77,0.76,-131,Depressurized,0.78,0.7,Depressure
2026-06-10,SIMU-8102567,ISOT-064,N1,0,0,0,79,0.43,29,,-,-,-
2026-06-09,SIMU-8101426,ISOT-009,N1,66,30,630,75,0.74,-127,Depressurized,0.79,0.7,Depressure
2026-06-09,SIMU-8101513,ISOT-014,N1,-,-,575,-,0.76,-,Depressurized,0.78,0.71,Depressure
2026-06-09,SIMU-8101581,ISOT-017,N1,73,32,660,76,0.78,-127,,-,-,-
2026-06-09,SIMU-8101750,ISOT-026,N1,77,35,660,47,0.77,-129,,-,-,-
2026-06-09,SIMU-8101848,ISOT-031,N1,74,33,600,45,0.76,-127,,-,-,-
2026-06-09,SIMU-8101909,ISOT-036,N1,-,-,615,-,0.77,-,,-,-,-
2026-06-09,SIMU-8103711,ISOT-086,N1,82,37,650,76,0.75,-124,Depressurized,0.79,0.71,Depressure
2026-06-09,SIMU-8103732,ISOT-088,N1,71,32,695,80,0.76,-125,Depressurized,0.8,0.7,Depressure
2026-06-09,SIMU-8111297,ISOT-103,N1,69,31,660,76,0.76,-129,,-,-,-
2026-06-09,SIMU-8113176,ISOT-120,N1,76,34,665,77,0.76,-131,Depressurized,0.78,0.7,Depressure
2026-06-09,SIMU-8102567,ISOT-064,N1,0,0,0,79,0.43,29,,-,-,-
2026-06-08,SIMU-8101426,ISOT-009,N1,66,30,635,75,0.78,-127,,-,-,-
2026-06-08,SIMU-8101513,ISOT-014,N1,-,-,560,-,0.77,-,Depressurized,0.79,0.71,Depressure
2026-06-08,SIMU-8101581,ISOT-017,N1,72,32,660,78,0.75,-127,Depressurized,0.79,0.7,Depressure
2026-06-08,SIMU-8101750,ISOT-026,N1,77,35,660,47,0.75,-128,,-,-,-
2026-06-08,SIMU-8101848,ISOT-031,N1,74,33,600,45,0.75,-127,Depressurized,0.78,0.69,Depressure
2026-06-08,SIMU-8101909,ISOT-036,N1,-,-,625,-,0.75,-,Depressurized,0.79,0.7,Depressure
2026-06-08,SIMU-8103711,ISOT-086,N1,83,37,650,76,0.78,-124,,-,-,-
2026-06-08,SIMU-8103732,ISOT-088,N1,71,32,695,80,0.79,-125,,-,-,-
2026-06-08,SIMU-8111297,ISOT-103,N1,68,31,665,76,0.74,-129,Depressurized,0.78,0.69,Depressure
2026-06-08,SIMU-8113176,ISOT-120,N1,76,34,665,77,0.76,-131,,-,-,-
2026-06-08,SIMU-8102567,ISOT-064,N1,0,0,0,79,0.43,29,,-,-,-
2026-06-07,SIMU-8101426,ISOT-009,N1,66,30,635,75,0.76,-127,,-,-,-
2026-06-07,SIMU-8101513,ISOT-014,N1,-,-,560,-,0.78,-,,-,-,-
2026-06-07,SIMU-8101581,ISOT-017,N1,72,32,660,78,0.77,-127,,-,-,-
2026-06-07,SIMU-8101750,ISOT-026,N1,77,35,660,47,0.72,-128,Depressurized,0.78,0.69,Depressure
2026-06-07,SIMU-8101848,ISOT-031,N1,74,33,600,45,0.75,-127,,-,-,-
2026-06-07,SIMU-8101909,ISOT-036,N1,-,-,620,-,0.79,-,,-,-,-
2026-06-07,SIMU-8103711,ISOT-086,N1,82,37,650,76,0.76,-124,,-,-,-
2026-06-07,SIMU-8103732,ISOT-088,N1,71,32,695,80,0.76,-125,Depressurized,0.79,0.69,Depressure
2026-06-07,SIMU-8111297,ISOT-103,N1,69,31,665,76,0.77,-128,,-,-,-
2026-06-07,SIMU-8113176,ISOT-120,N1,76,34,665,77,0.74,-131,Depressurized,-,-,Depressure
2026-06-07,SIMU-8102567,ISOT-064,N1,0,0,0,79,0.43,29,,-,-,-
2026-06-06,SIMU-8101426,ISOT-009,N1,66,30,635,75,0.74,-127,Depressurized,0.79,0.7,Depressure
2026-06-06,SIMU-8101513,ISOT-014,N1,-,-,570,-,0.76,-,Depressurized,0.79,0.7,Depressure
2026-06-06,SIMU-8101581,ISOT-017,N1,72,32,660,78,0.74,-127,Depressurized,0.79,0.7,Depressure
2026-06-06,SIMU-8101750,ISOT-026,N1,78,35,660,47,0.75,-128,,-,-,-
2026-06-06,SIMU-8101848,ISOT-031,N1,74,33,600,45,0.71,-127,Depressurized,0.78,0.69,Depressure
2026-06-06,SIMU-8101909,ISOT-036,N1,-,-,620,-,0.76,-,Depressurized,0.79,0.7,Depressure
2026-06-06,SIMU-8103711,ISOT-086,N1,83,37,650,76,0.74,-124,Depressurized,-,-,Depressure
2026-06-06,SIMU-8103732,ISOT-088,N1,71,32,710,80,0.78,-125,,-,-,-
2026-06-06,SIMU-8111297,ISOT-103,N1,69,31,665,76,0.74,-128,Depressurized,0.78,0.7,Depressure
2026-06-06,SIMU-8113176,ISOT-120,N1,77,34,690,77,0.76,-131,,-,-,-
2026-06-06,SIMU-8102567,ISOT-064,N1,0,0,0,79,0.43,29,,-,-,-
2026-06-05,SIMU-8101426,ISOT-009,N1,67,30,635,75,0.78,-127,,-,-,-
2026-06-05,SIMU-8101513,ISOT-014,N1,-,-,570,-,0.78,-,,-,-,-
2026-06-05,SIMU-8101581,ISOT-017,N1,72,32,660,78,0.78,-127,,-,-,-
2026-06-05,SIMU-8101750,ISOT-026,N1,78,35,660,47,0.74,-128,Depressurized,0.79,0.69,Depressure
2026-06-05,SIMU-8101848,ISOT-031,N1,74,33,605,45,0.78,-127,,-,-,-
2026-06-05,SIMU-8101909,ISOT-036,N1,-,-,620,-,0.79,-,,-,-,-
2026-06-05,SIMU-8103711,ISOT-086,N1,83,37,660,76,0.78,-124,,-,-,-
2026-06-05,SIMU-8103732,ISOT-088,N1,71,32,710,80,0.75,-125,Depressurized,0.78,0.69,Depressure
2026-06-05,SIMU-8111297,ISOT-103,N1,69,31,665,76,0.77,-129,,-,-,-
2026-06-05,SIMU-8113176,ISOT-120,N1,76,34,690,77,0.74,-131,Depressurized,0.78,0.7,Depressure
2026-06-05,SIMU-8102567,ISOT-064,N1,0,0,0,79,0.43,29,,-,-,-
2026-06-04,SIMU-8101426,ISOT-009,N1,67,30,635,75,0.76,-127,,-,-,-
2026-06-04,SIMU-8101513,ISOT-014,N1,-,-,580,-,0.76,-,Depressurized,0.79,0.71,Depressure
2026-06-04,SIMU-8101581,ISOT-017,N1,72,32,660,78,0.74,-127,Depressurized,0.79,0.7,Depressure
2026-06-04,SIMU-8101750,ISOT-026,N1,78,35,665,47,0.76,-128,,-,-,-
2026-06-04,SIMU-8101848,ISOT-031,N1,74,33,605,45,0.72,-127,Depressurized,0.78,0.69,Depressure
2026-06-04,SIMU-8101909,ISOT-036,N1,-,-,625,-,0.76,-,Depressurized,0.79,0.71,Depressure
2026-06-04,SIMU-8103711,ISOT-086,N1,83,37,665,76,0.76,-124,,-,-,-
2026-06-04,SIMU-8103732,ISOT-088,N1,71,32,710,80,0.76,-125,Depressurized,0.79,0.7,Depressure
2026-06-04,SIMU-8111297,ISOT-103,N1,69,31,665,76,0.75,-128,Depressurized,0.78,0.7,Depressure
2026-06-04,SIMU-8113176,ISOT-120,N1,77,34,685,77,0.77,-130,Depressurized,0.78,0.7,Depressure
2026-06-04,SIMU-8102567,ISOT-064,N1,0,0,0,79,0.43,29,,-,-,-
2026-06-03,SIMU-8101426,ISOT-009,N1,67,30,635,75,0.74,-127,Depressurized,0.78,0.7,Depressure
2026-06-03,SIMU-8101513,ISOT-014,N1,-,-,580,-,0.78,-,,-,-,-
2026-06-03,SIMU-8101581,ISOT-017,N1,72,32,665,78,0.77,-127,,-,-,-
2026-06-03,SIMU-8101750,ISOT-026,N1,78,35,665,47,0.74,-128,Depressurized,0.78,0.69,Depressure
2026-06-03,SIMU-8101848,ISOT-031,N1,75,33,605,45,0.76,-127,,-,-,-
2026-06-03,SIMU-8101909,ISOT-036,N1,-,-,625,-,0.78,-,,-,-,-
2026-06-03,SIMU-8103711,ISOT-086,N1,83,37,665,76,0.73,-124,Depressurized,-,-,Depressure
2026-06-03,SIMU-8103732,ISOT-088,N1,71,32,710,80,0.79,-125,,-,-,-
2026-06-03,SIMU-8111297,ISOT-103,N1,70,31,670,76,0.77,-128,,-,-,-
2026-06-03,SIMU-8113176,ISOT-120,N1,78,34,680,77,0.74,-130,Depressurized,0.78,0.71,Depressure
2026-06-03,SIMU-8102567,ISOT-064,N1,0,0,0,79,0.43,29,,-,-,-
2026-06-02,SIMU-8101426,ISOT-009,N1,67,30,635,75,0.77,-127,,-,-,-
2026-06-02,SIMU-8101513,ISOT-014,N1,-,-,580,-,0.76,-,Depressurized,0.8,0.71,Depressure
2026-06-02,SIMU-8101581,ISOT-017,N1,73,33,660,78,0.74,-127,Depressurized,0.79,0.7,Depressure
2026-06-02,SIMU-8101750,ISOT-026,N1,79,35,665,49,0.76,-128,,-,-,-
2026-06-02,SIMU-8101848,ISOT-031,N1,75,34,605,46,0.72,-127,Depressurized,0.8,0.71,Depressure
2026-06-02,SIMU-8101909,ISOT-036,N1,-,-,625,-,0.76,-,Depressurized,0.8,0.7,Depressure
2026-06-02,SIMU-8103711,ISOT-086,N1,83,37,665,76,0.76,-124,Depressurized,0.78,0.7,Depressure
2026-06-02,SIMU-8103732,ISOT-088,N1,71,32,710,80,0.76,-125,Depressurized,-,-,Depressure
2026-06-02,SIMU-8111297,ISOT-103,N1,70,31,670,76,0.75,-128,Depressurized,0.79,0.7,Depressure
2026-06-02,SIMU-8113176,ISOT-120,N1,78,35,700,77,0.77,-130,,-,-,-
2026-06-02,SIMU-8102567,ISOT-064,N1,0,0,0,79,0.43,29,,-,-,-
2026-06-01,SIMU-8101426,ISOT-009,N1,67,30,635,75,0.76,-127,,-,-,-
2026-06-01,SIMU-8101513,ISOT-014,N1,-,-,580,-,0.79,-,,-,-,-
2026-06-01,SIMU-8101581,ISOT-017,N1,74,33,665,78,0.77,-127,,-,-,-
2026-06-01,SIMU-8101750,ISOT-026,N1,78,35,665,49,0.73,-128,Depressurized,0.79,0.7,Depressure
2026-06-01,SIMU-8101848,ISOT-031,N1,75,34,605,46,0.76,-127,,-,-,-
2026-06-01,SIMU-8101909,ISOT-036,N1,76,34,630,-,0.79,-126,,-,-,-
2026-06-01,SIMU-8103711,ISOT-086,N1,84,37,665,76,0.75,-124,Depressurized,0.78,0.7,Depressure
2026-06-01,SIMU-8103732,ISOT-088,N1,72,32,710,80,0.79,-125,,-,-,-
2026-06-01,SIMU-8111297,ISOT-103,N1,70,31,670,76,0.79,-128,,-,-,-
2026-06-01,SIMU-8113176,ISOT-120,N1,78,35,680,77,0.75,-131,Depressurized,0.78,0.7,Depressure
2026-06-01,SIMU-8102567,ISOT-064,N1,0,0,0,79,0.43,29,,-,-,-
2026-05-31,SIMU-8101426,ISOT-009,N1,-,-,-,-,0.7,-127,Depressurized,-,-,Depressure
2026-05-31,SIMU-8101513,ISOT-014,N1,-,-,-,-,0.71,-,Depressurized,-,-,Depressure
2026-05-31,SIMU-8101581,ISOT-017,N1,-,-,-,-,0.7,-127,Depressurized,-,-,Depressure
2026-05-31,SIMU-8101750,ISOT-026,N1,-,-,-,-,-,-,,-,-,-
2026-05-31,SIMU-8101848,ISOT-031,N1,-,-,-,-,0.69,-127,Depressurized,-,-,Depressure
2026-05-31,SIMU-8101909,ISOT-036,N1,-,-,-,-,0.7,-126,Depressurized,-,-,Depressure
2026-05-31,SIMU-8102567,ISOT-064,N1,-,-,-,-,-,-,,-,-,-
2026-05-31,SIMU-8103711,ISOT-086,N1,-,-,-,-,-,-,,-,-,-
2026-05-31,SIMU-8103732,ISOT-088,N1,-,-,-,-,0.69,-125,Depressurized,-,-,Depressure
2026-05-31,SIMU-8111297,ISOT-103,N1,-,-,-,-,-,-,,-,-,-
2026-05-31,SIMU-8113176,ISOT-120,N1,-,-,-,-,-,-,,-,-,-
2026-05-30,SIMU-8101426,ISOT-009,N1,68,30,635,75,0.76,-127,,-,-,-
2026-05-30,SIMU-8101513,ISOT-014,N1,-,-,580,-,0.76,-,,-,-,-
2026-05-30,SIMU-8101581,ISOT-017,N1,75,33,670,78,0.75,-127,Depressurized,0.79,0.7,Depressure
2026-05-30,SIMU-8101750,ISOT-026,N1,79,35,670,49,0.74,-128,Depressurized,0.79,0.7,Depressure
2026-05-30,SIMU-8101848,ISOT-031,N1,76,34,615,46,0.77,-127,,-,-,-
2026-05-30,SIMU-8101909,ISOT-036,N1,76,34,640,42,0.78,-126,,-,-,-
2026-05-30,SIMU-8102567,ISOT-064,N1,0,0,0,79,0.43,29,,-,-,-
2026-05-30,SIMU-8103711,ISOT-086,N1,84,37,665,76,0.74,-124,Depressurized,0.78,0.7,Depressure
2026-05-30,SIMU-8103732,ISOT-088,N1,72,32,710,80,0.78,-125,,-,-,-
2026-05-30,SIMU-8111297,ISOT-103,N1,70,31,670,76,0.74,-129,Depressurized,0.78,0.7,Depressure
2026-05-30,SIMU-8113176,ISOT-120,N1,78,35,685,77,0.74,-131,Depressurized,0.78,0.71,Depressure
2026-05-29,SIMU-8101426,ISOT-009,N1,68,30,645,75,0.74,-127,Depressurized,0.78,0.7,Depressure
2026-05-29,SIMU-8101513,ISOT-014,N1,-,-,590,-,0.76,-,Depressurized,0.79,0.72,Depressure
2026-05-29,SIMU-8101581,ISOT-017,N1,75,33,675,78,0.78,-127,,-,-,-
2026-05-29,SIMU-8101750,ISOT-026,N1,79,36,675,51,0.76,-128,,-,-,-
2026-05-29,SIMU-8101848,ISOT-031,N1,76,34,620,46,0.75,-127,Depressurized,0.77,0.7,Depressure
2026-05-29,SIMU-8101909,ISOT-036,N1,76,34,640,45,0.75,-126,Depressurized,0.77,0.7,Depressure
2026-05-29,SIMU-8102567,ISOT-064,N1,0,0,0,79,0.43,29,,-,-,-
2026-05-29,SIMU-8103711,ISOT-086,N1,84,37,665,76,0.76,-124,,-,-,-
2026-05-29,SIMU-8103732,ISOT-088,N1,72,33,710,80,0.75,-125,Depressurized,0.77,0.69,Depressure
2026-05-29,SIMU-8111297,ISOT-103,N1,71,31,675,76,0.77,-129,,-,-,-
2026-05-29,SIMU-8113176,ISOT-120,N1,78,35,685,77,0.77,-131,,-,-,-
2026-05-28,SIMU-8101426,ISOT-009,N1,68,30,645,75,0.77,-127,,-,-,-
2026-05-28,SIMU-8101513,ISOT-014,N1,-,-,600,-,0.78,-,,-,-,-
2026-05-28,SIMU-8101581,ISOT-017,N1,75,33,675,78,0.75,-127,Depressurized,0.77,0.7,Depressure
2026-05-28,SIMU-8101750,ISOT-026,N1,79,36,675,51,0.75,-128,Depressurized,0.78,0.7,Depressure
2026-05-28,SIMU-8101848,ISOT-031,N1,76,34,620,47,0.76,-127,Depressurized,0.79,0.7,Depressure
2026-05-28,SIMU-8101909,ISOT-036,N1,76,34,640,45,0.76,-126,Depressurized,0.78,0.71,Depressure
2026-05-28,SIMU-8102567,ISOT-064,N1,0,0,0,79,0.43,29,,-,-,-
2026-05-28,SIMU-8103711,ISOT-086,N1,84,37,665,76,0.74,-124,Depressurized,0.78,0.7,Depressure
2026-05-28,SIMU-8103732,ISOT-088,N1,72,33,710,80,0.75,-125,Depressurized,0.78,0.7,Depressure
2026-05-28,SIMU-8111297,ISOT-103,N1,71,31,675,76,0.75,-129,Depressurized,0.77,0.7,Depressure
2026-05-28,SIMU-8113176,ISOT-120,N1,78,35,685,77,0.75,-131,Depressurized,0.79,0.7,Depressure
2026-05-27,SIMU-8101426,ISOT-009,N1,68,30,645,75,0.75,-127,Depressurized,0.8,0.7,Depressure
2026-05-27,SIMU-8101513,ISOT-014,N1,-,-,600,-,0.76,-,Depressurized,0.77,0.71,Depressure
2026-05-27,SIMU-8101581,ISOT-017,N1,75,33,680,78,0.75,-127,Depressurized,0.77,0.7,Depressure
